identifier,name,legality,keywords,text,rarity,image,pitch value,life,intellect,attack,defense,cost,stats,id,language,flavour,set,finish,edition,sku,number,set.id,set.name,set.released,set.browseable,set.draftable,set.0
stir-the-aetherwinds-yellow,Stir the Aetherwinds,[],"['wizard', 'action']","You may play your next Wizard 'non-attack' action card this turn as though it were an instant and if it has an effect that deals arcane damage, instead that effect deals that much arcane damage plus 2.",Rare,"https://fabdb2.imgix.net/cards/printings/ARC130-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,2.0,,11838,en,,History Pack 1,Regular,{},1HP321,321,1hp,History Pack 1,2021-05-07,False,,
stir-the-aetherwinds-blue,Stir the Aetherwinds,[],"['wizard', 'action']","You may play your next Wizard 'non-attack' action card this turn as though it were an instant and if it has an effect that deals arcane damage, instead that effect deals that much arcane damage plus 1.",Rare,"https://fabdb2.imgix.net/cards/printings/ARC131-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,2.0,,1107,en,,Arcane Rising,Rainbow foil,{},ARC131-RF,131,arc,Arcane Rising,2020-03-27,True,True,
stir-the-aetherwinds-blue,Stir the Aetherwinds,[],"['wizard', 'action']","You may play your next Wizard 'non-attack' action card this turn as though it were an instant and if it has an effect that deals arcane damage, instead that effect deals that much arcane damage plus 1.",Rare,"https://fabdb2.imgix.net/cards/printings/ARC131-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,2.0,,1108,en,,Arcane Rising,Regular,{},ARC131,131,arc,Arcane Rising,2020-03-27,True,True,
stir-the-aetherwinds-blue,Stir the Aetherwinds,[],"['wizard', 'action']","You may play your next Wizard 'non-attack' action card this turn as though it were an instant and if it has an effect that deals arcane damage, instead that effect deals that much arcane damage plus 1.",Rare,"https://fabdb2.imgix.net/cards/printings/ARC131-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,2.0,,1525,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC131-RF,131,arc,Arcane Rising,2020-03-27,True,True,
stir-the-aetherwinds-blue,Stir the Aetherwinds,[],"['wizard', 'action']","You may play your next Wizard 'non-attack' action card this turn as though it were an instant and if it has an effect that deals arcane damage, instead that effect deals that much arcane damage plus 1.",Rare,"https://fabdb2.imgix.net/cards/printings/ARC131-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,2.0,,1526,en,,Arcane Rising Unlimited,Regular,{},U-ARC131,131,arc,Arcane Rising,2020-03-27,True,True,
stir-the-aetherwinds-blue,Stir the Aetherwinds,[],"['wizard', 'action']","You may play your next Wizard 'non-attack' action card this turn as though it were an instant and if it has an effect that deals arcane damage, instead that effect deals that much arcane damage plus 1.",Rare,"https://fabdb2.imgix.net/cards/printings/ARC131-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,2.0,,11839,en,,History Pack 1,Regular,{},1HP322,322,1hp,History Pack 1,2021-05-07,False,,
aether-flare-red,Aether Flare,[],"['wizard', 'action']","Deal 3 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC132-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,1.0,,1109,en,,Arcane Rising,Rainbow foil,{},ARC132-RF,132,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-red,Aether Flare,[],"['wizard', 'action']","Deal 3 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC132-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,1.0,,1110,en,,Arcane Rising,Regular,{},ARC132,132,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-red,Aether Flare,[],"['wizard', 'action']","Deal 3 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC132-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,1.0,,1527,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC132-RF,132,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-red,Aether Flare,[],"['wizard', 'action']","Deal 3 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC132-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,1.0,,1528,en,,Arcane Rising Unlimited,Regular,{},U-ARC132,132,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-red,Aether Flare,[],"['wizard', 'action']","Deal 3 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC132-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,1.0,,11840,en,,History Pack 1,Regular,{},1HP323,323,1hp,History Pack 1,2021-05-07,False,,
aether-flare-yellow,Aether Flare,[],"['wizard', 'action']","Deal 2 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC133-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,1.0,,1111,en,,Arcane Rising,Rainbow foil,{},ARC133-RF,133,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-yellow,Aether Flare,[],"['wizard', 'action']","Deal 2 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC133-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,1.0,,1112,en,,Arcane Rising,Regular,{},ARC133,133,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-yellow,Aether Flare,[],"['wizard', 'action']","Deal 2 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC133-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,1.0,,1529,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC133-RF,133,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-yellow,Aether Flare,[],"['wizard', 'action']","Deal 2 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC133-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,1.0,,1530,en,,Arcane Rising Unlimited,Regular,{},U-ARC133,133,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-yellow,Aether Flare,[],"['wizard', 'action']","Deal 2 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC133-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,1.0,,11841,en,,History Pack 1,Regular,{},1HP324,324,1hp,History Pack 1,2021-05-07,False,,
aether-flare-blue,Aether Flare,[],"['wizard', 'action']","Deal 1 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC134-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,1.0,,1113,en,,Arcane Rising,Rainbow foil,{},ARC134-RF,134,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-blue,Aether Flare,[],"['wizard', 'action']","Deal 1 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC134-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,1.0,,1114,en,,Arcane Rising,Regular,{},ARC134,134,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-blue,Aether Flare,[],"['wizard', 'action']","Deal 1 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC134-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,1.0,,1531,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC134-RF,134,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-blue,Aether Flare,[],"['wizard', 'action']","Deal 1 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC134-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,1.0,,1532,en,,Arcane Rising Unlimited,Regular,{},U-ARC134,134,arc,Arcane Rising,2020-03-27,True,True,
aether-flare-blue,Aether Flare,[],"['wizard', 'action']","Deal 1 arcane damage to target opposing hero.

The next card you play this turn with an effect that deals arcane damage, instead deals that much arcane damage plus X, where X is the damage dealt by Aether Flare.",Common,"https://fabdb2.imgix.net/cards/printings/ARC134-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,1.0,,11842,en,,History Pack 1,Regular,{},1HP325,325,1hp,History Pack 1,2021-05-07,False,,
index-red,Index,[],"['wizard', 'action']","Look at the top 5 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC135-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,1115,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising,Rainbow foil,{},ARC135-RF,135,arc,Arcane Rising,2020-03-27,True,True,
index-red,Index,[],"['wizard', 'action']","Look at the top 5 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC135-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,1116,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising,Regular,{},ARC135,135,arc,Arcane Rising,2020-03-27,True,True,
index-red,Index,[],"['wizard', 'action']","Look at the top 5 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC135-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,1533,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising Unlimited,Rainbow foil,{},U-ARC135-RF,135,arc,Arcane Rising,2020-03-27,True,True,
index-red,Index,[],"['wizard', 'action']","Look at the top 5 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC135-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,1534,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising Unlimited,Regular,{},U-ARC135,135,arc,Arcane Rising,2020-03-27,True,True,
index-yellow,Index,[],"['wizard', 'action']","Look at the top 4 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC136-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,1117,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising,Rainbow foil,{},ARC136-RF,136,arc,Arcane Rising,2020-03-27,True,True,
index-yellow,Index,[],"['wizard', 'action']","Look at the top 4 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC136-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,1118,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising,Regular,{},ARC136,136,arc,Arcane Rising,2020-03-27,True,True,
index-yellow,Index,[],"['wizard', 'action']","Look at the top 4 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC136-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,1535,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising Unlimited,Rainbow foil,{},U-ARC136-RF,136,arc,Arcane Rising,2020-03-27,True,True,
index-yellow,Index,[],"['wizard', 'action']","Look at the top 4 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC136-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,1536,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising Unlimited,Regular,{},U-ARC136,136,arc,Arcane Rising,2020-03-27,True,True,
index-blue,Index,[],"['wizard', 'action']","Look at the top 3 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC137-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,1119,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising,Rainbow foil,{},ARC137-RF,137,arc,Arcane Rising,2020-03-27,True,True,
index-blue,Index,[],"['wizard', 'action']","Look at the top 3 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC137-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,1120,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising,Regular,{},ARC137,137,arc,Arcane Rising,2020-03-27,True,True,
index-blue,Index,[],"['wizard', 'action']","Look at the top 3 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC137-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,1537,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising Unlimited,Rainbow foil,{},U-ARC137-RF,137,arc,Arcane Rising,2020-03-27,True,True,
index-blue,Index,[],"['wizard', 'action']","Look at the top 3 cards of your deck. Put 1 card from among them on top of your deck, and the rest on the bottom of your deck in any order.",Common,"https://fabdb2.imgix.net/cards/printings/ARC137-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,1538,en,"“They banished me from their radiant kingdom, fearful in the face of true knowledge” - Xaine, Runescribe",Arcane Rising Unlimited,Regular,{},U-ARC137,137,arc,Arcane Rising,2020-03-27,True,True,
