product,rarity,number,market price,listed median
Pummel (Red),Common,1HP399,$0.29,—
Pummel (Yellow),Common,1HP400,$0.15,—
Quicken,Common,1HP427,$0.14,—
Ravenous Rabble (Blue),Common,1HP395,$0.08,—
Ravenous Rabble (Red),Common,1HP393,$0.86,—
Ravenous Rabble (Yellow),Common,1HP394,$0.12,—
Razor Reflex (Blue),Common,1HP404,$0.10,—
Razor Reflex (Red),Common,1HP402,$0.47,—
Razor Reflex (Yellow),Common,1HP403,$0.18,—
Read the Runes (Blue),Common,1HP296,$0.52,—
Read the Runes (Red),Common,1HP294,$0.17,—
Read the Runes (Yellow),Common,1HP295,$0.22,—
Reaping Blade,Rare,1HP261,$0.26,—
Reckless Swing,Majestic,1HP013,$1.34,—
Red in the Ledger,Majestic,1HP229,$6.41,—
Red Liner,Rare,1HP224,$0.31,—
Reduce to Runechant (Blue),Rare,1HP275,$0.22,—
Reduce to Runechant (Red),Rare,1HP273,$0.32,—
Reduce to Runechant (Yellow),Rare,1HP274,$0.19,—
Refraction Bolters,Common,1HP145,$0.17,—
Remorseless,Majestic,1HP230,$13.22,—
Reverberate (Blue),Common,1HP328,$0.20,—
Reverberate (Red),Common,1HP326,$0.23,—
Reverberate (Yellow),Common,1HP327,—,—
Rhinar,Token,1HP002,$0.38,—
"Rhinar, Reckless Rampage",Common,1HP001,$0.51,—
Ridge Rider Shot (Blue),Common,1HP245,$0.12,—
Ridge Rider Shot (Red),Common,1HP243,$0.15,—
Ridge Rider Shot (Yellow),Common,1HP244,$0.08,—
Righteous Cleansing,Majestic,1HP052,$0.74,—
Riled Up (Blue),Common,1HP030,—,—
Riled Up (Red),Common,1HP028,$0.19,—
Riled Up (Yellow),Common,1HP029,$0.21,—
Rising Knee Thrust (Blue),Common,1HP121,$0.11,—
Rising Knee Thrust (Red),Common,1HP119,$0.12,—
Rising Knee Thrust (Yellow),Common,1HP120,$0.14,—
Robe of Rapture,Common,1HP306,$0.23,—
Romping Club,Common,1HP006,$0.31,—
Rout,Majestic,1HP148,$0.85,—
Rune Flash (Blue),Common,1HP290,$0.34,—
Rune Flash (Red),Common,1HP288,$0.18,—
Rune Flash (Yellow),Common,1HP289,$0.62,—
Runeblood Barrier,Majestic,1HP269,$0.29,—
Runechant,Common,1HP300,$0.31,—
Rushing River (Blue),Rare,1HP112,$0.32,—
Rushing River (Red),Rare,1HP110,$0.21,—
Rushing River (Yellow),Rare,1HP111,$0.17,—
Salt the Wound,Common,1HP135,$0.41,—
Salvage Shot (Blue),Common,1HP248,$0.12,—
Salvage Shot (Red),Common,1HP246,$0.07,—
Salvage Shot (Yellow),Common,1HP247,$0.12,—
Sand Sketched Plan,Majestic,1HP015,$0.69,—
Savage Feast (Blue),Rare,1HP021,$0.09,—
Savage Feast (Red),Rare,1HP019,$0.21,—
Savage Feast (Yellow),Rare,1HP020,$0.09,—
Savage Swing (Blue),Common,1HP033,—,—
Savage Swing (Red),Common,1HP031,$0.12,—
Savage Swing (Yellow),Common,1HP032,$0.19,—
Scabskin Leathers,Legendary,1HP007,$39.97,—
Scalding Rain (Blue),Common,1HP331,$0.15,—
Scalding Rain (Red),Common,1HP329,$0.12,—
Scalding Rain (Yellow),Common,1HP330,—,—
Scar for a Scar (Blue),Common,1HP398,—,—
Scar for a Scar (Red),Common,1HP396,$0.29,—
Scar for a Scar (Yellow),Common,1HP397,—,—
Searing Shot (Blue),Common,1HP251,$0.15,—
Searing Shot (Red),Common,1HP249,$0.15,—
Searing Shot (Yellow),Common,1HP250,$0.13,—
Seismic Surge,Common,1HP085,$0.49,—
Show Time!,Majestic,1HP054,$0.88,—
Sic 'Em Shot (Blue),Common,1HP254,$0.12,—
Sic 'Em Shot (Red),Common,1HP252,$0.16,—
Sic 'Em Shot (Yellow),Common,1HP253,$0.13,—
Sigil of Solace (Blue),Rare,1HP389,$0.10,—
Sigil of Solace (Red),Rare,1HP387,$1.03,—
Sigil of Solace (Yellow),Rare,1HP388,$0.08,—
Singing Steelblade,Majestic,1HP149,$0.89,—
Sink Below (Blue),Common,1HP410,$0.22,—
Sink Below (Red),Common,1HP408,$1.21,—
Sink Below (Yellow),Common,1HP409,$0.27,—
Skullbone Crosswrap,Legendary,1HP225,$67.26,—
Skullhorn,Majestic,1HP009,$7.16,—
Sledge of Anvilheim,Rare,1HP046,$0.27,—
Sleep Dart (Blue),Common,1HP257,$0.23,—
Sleep Dart (Red),Common,1HP255,$0.22,—
Sleep Dart (Yellow),Common,1HP256,$0.10,—
Sloggism (Blue),Common,1HP422,$0.11,—
Sloggism (Red),Common,1HP420,$0.08,—
Sloggism (Yellow),Common,1HP421,$0.10,—
Smash Instinct (Blue),Common,1HP036,—,—
Smash Instinct (Red),Common,1HP034,$0.09,—
Smash Instinct (Yellow),Common,1HP035,$0.15,—
Snapback (Blue),Common,1HP334,$0.26,—
Snapback (Red),Common,1HP332,$0.16,—
Snapback (Yellow),Common,1HP333,—,—
Snapdragon Scalers,Common,1HP353,$0.29,—
Snatch (Blue),Rare,1HP373,$0.30,—
Snatch (Red),Rare,1HP371,$1.11,—
Snatch (Yellow),Rare,1HP372,$0.10,—
Sonic Boom,Majestic,1HP312,$1.77,—
Soulbead Strike (Blue),Common,1HP124,$0.25,—
Soulbead Strike (Red),Common,1HP122,$0.21,—
Soulbead Strike (Yellow),Common,1HP123,$0.15,—
Spark of Genius,Majestic,1HP191,$2.87,—
Spellblade Assault (Blue),Rare,1HP272,$0.22,—
Spellblade Assault (Red),Rare,1HP270,$0.22,—
Spellblade Assault (Yellow),Rare,1HP271,$0.25,—
Spinal Crush,Majestic,1HP053,$2.76,—
Spoils of War,Majestic,1HP151,$6.59,—
Springboard Somersault,Rare,1HP374,$0.30,—
Staunch Response (Blue),Rare,1HP060,$0.31,—
Staunch Response (Red),Rare,1HP058,$0.24,—
Staunch Response (Yellow),Rare,1HP059,$0.18,—
Steelblade Shunt (Blue),Rare,1HP158,$0.15,—
Steelblade Shunt (Red),Rare,1HP156,$0.19,—
Steelblade Shunt (Yellow),Rare,1HP157,$0.19,—
Steelblade Supremacy,Majestic,1HP152,$1.84,—
Stir the Aetherwinds (Blue),Rare,1HP322,$0.30,—
Stir the Aetherwinds (Red),Rare,1HP320,$0.27,—
Stir the Aetherwinds (Yellow),Rare,1HP321,—,—
Stonewall Confidence (Blue),Common,1HP084,$0.09,—
Stonewall Confidence (Red),Common,1HP082,—,—
Stonewall Confidence (Yellow),Common,1HP083,—,—
Storm Striders,Legendary,1HP305,$85.48,—
Stroke of Foresight (Blue),Common,1HP170,$0.10,—
Stroke of Foresight (Red),Common,1HP168,$0.17,—
Stroke of Foresight (Yellow),Common,1HP169,$0.18,—
Surging Strike (Blue),Common,1HP127,$0.10,—
Surging Strike (Red),Common,1HP125,$0.18,—
Surging Strike (Yellow),Common,1HP126,$0.14,—
Sutcliffe's Research Notes (Blue),Common,1HP299,$0.46,—
Sutcliffe's Research Notes (Red),Common,1HP297,$0.40,—
Sutcliffe's Research Notes (Yellow),Common,1HP298,$0.49,—
Take Aim (Blue),Rare,1HP239,$0.15,—
Take Aim (Red),Rare,1HP237,$0.29,—
Take Aim (Yellow),Rare,1HP238,$0.18,—
Take Cover (Blue),Rare,1HP236,$0.22,—
Take Cover (Red),Rare,1HP234,$0.44,—
Take Cover (Yellow),Rare,1HP235,$0.20,—
"Talishar, the Lost Prince",Rare,1HP367,$0.50,—
Talismanic Lens,Common,1HP354,$0.29,—
Tectonic Plating,Legendary,1HP047,$40.07,—
Teklo Core,Majestic,1HP192,$5.74,—
Teklo Foundry Heart,Legendary,1HP185,$90.23,—
Teklo Plasma Pistol,Common,1HP184,$0.93,—
Three of a Kind,Majestic,1HP232,$4.63,—
Throttle (Blue),Common,1HP210,$0.14,—
Throttle (Red),Common,1HP208,$0.12,—
Throttle (Yellow),Common,1HP209,$0.09,—
Timesnap Potion,Rare,1HP383,$0.55,—
Tome of Aetherwind,Majestic,1HP313,$1.06,—
Tome of Fyendal,Majestic,1HP365,$4.48,—
Torrent of Tempo (Blue),Common,1HP130,$0.09,—
Torrent of Tempo (Red),Common,1HP128,$0.15,—
Torrent of Tempo (Yellow),Common,1HP129,$0.12,—
Towering Titan (Blue),Rare,1HP066,$0.28,—
Towering Titan (Red),Rare,1HP064,$0.12,—
Towering Titan (Yellow),Rare,1HP065,$0.01,—
Twinning Blade,Majestic,1HP150,$3.26,—
Unmovable (Blue),Common,1HP413,$0.19,—
Unmovable (Red),Common,1HP411,$0.32,—
Unmovable (Yellow),Common,1HP412,$0.12,—
Vest of the First Fist,Common,1HP356,$0.22,—
Viserai,Common,1HP259,$0.47,—
"Viserai, Rune Blood",Common,1HP258,$0.40,—
Viziertronic Model i,Majestic,1HP187,$8.12,—
Voltic Bolt (Blue),Common,1HP337,$0.21,—
Voltic Bolt (Red),Common,1HP335,$0.21,—
Voltic Bolt (Yellow),Common,1HP336,$0.10,—
Warrior's Valor (Blue),Rare,1HP161,$0.21,—
Warrior's Valor (Red),Rare,1HP159,$0.19,—
Warrior's Valor (Yellow),Rare,1HP160,$0.19,—
Whelming Gustwave (Blue),Common,1HP133,$0.19,—
Whelming Gustwave (Red),Common,1HP131,$0.17,—
Whelming Gustwave (Yellow),Common,1HP132,$0.19,—
Whirling Mist Blossom,Common,1HP136,$0.10,—
Whisper of the Oracle (Blue),Common,1HP425,$0.24,—
Whisper of the Oracle (Red),Common,1HP423,$0.21,—
Whisper of the Oracle (Yellow),Common,1HP424,$0.24,—
Wrecker Romp (Blue),Common,1HP039,$0.20,—
Wrecker Romp (Red),Common,1HP037,$0.09,—
Wrecker Romp (Yellow),Common,1HP038,$0.10,—
Zap (Blue),Common,1HP340,$0.19,—
Zap (Red),Common,1HP338,$0.23,—
Zap (Yellow),Common,1HP339,—,—
Zen State,Common,1HP137,$0.15,—
Zephyr Needle (1HP093),Rare,1HP093,$0.43,—
Zephyr Needle (1HP094),Rare,1HP094,$0.28,—
Zero to Sixty (Blue),Common,1HP213,$0.16,—
Zero to Sixty (Red),Common,1HP211,$0.13,—
Zero to Sixty (Yellow),Common,1HP212,$0.14,—
Zipper Hit (Blue),Common,1HP216,$0.18,—
Zipper Hit (Red),Common,1HP214,$0.09,—
Zipper Hit (Yellow),Common,1HP215,$0.12,—
Aether Wildfire,Majestic,EVR123,$1.73,—
Aether Wildfire (Extended Art),Majestic,EVR123,$52.86,—
Amulet of Assertiveness,Rare,EVR176,$0.13,—
Amulet of Echoes,Rare,EVR177,$0.13,—
Amulet of Havencall,Rare,EVR178,$0.12,—
Amulet of Ignition,Rare,EVR179,$0.16,—
Amulet of Intervention,Rare,EVR180,$0.11,—
Amulet of Oblation,Rare,EVR181,$0.10,—
Arcane Lantern,Rare,EVR155,$0.61,—
Arcanite Skullcap,Legendary,EVR154,$46.14,—
Bad Beats (Blue),Common,EVR016,$0.04,—
Bad Beats (Red),Common,EVR014,$0.10,—
Bad Beats (Yellow),Common,EVR015,$0.05,—
Bare Fangs (Blue),Common,EVR010,$0.03,—
Bare Fangs (Red),Common,EVR008,$0.09,—
Bare Fangs (Yellow),Common,EVR009,$0.07,—
Battering Bolt,Majestic,EVR088,$5.76,—
Bingo,Majestic,EVR156,$0.72,—
Blade Runner (Blue),Common,EVR062,$0.10,—
Blade Runner (Red),Common,EVR060,$0.12,—
Blade Runner (Yellow),Common,EVR061,$0.12,—
Blood on Her Hands,Majestic,EVR055,$3.36,—
"Bravo, Star of the Show",Majestic,EVR017,$0.27,—
Break Tide,Majestic,EVR038,$0.87,—
Cash Out,Majestic,EVR158,$0.34,—
Clarity Potion,Rare,EVR182,$0.17,—
Coalescence Mirage (Blue),Common,EVR146,$0.05,—
Coalescence Mirage (Red),Common,EVR144,$0.10,—
Coalescence Mirage (Yellow),Common,EVR145,$0.09,—
Copper,Common,EVR194,$0.13,—
Crown of Reflection,Majestic,EVR137,$2.28,—
Dissolution Sphere,Majestic,EVR069,$0.33,—
Dreadbore,Majestic,EVR087,$0.66,—
Drowning Dire (Blue),Common,EVR112,$0.07,—
Drowning Dire (Red),Common,EVR110,$0.09,—
Drowning Dire (Yellow),Common,EVR111,$0.08,—
Earthlore Bounty,Majestic,EVR020,$0.84,—
Earthlore Bounty (Extended Art),Majestic,EVR020,$21.75,—
Emeritus Scolding (Blue),Rare,EVR127,$0.53,—
Emeritus Scolding (Red),Rare,EVR125,$0.27,—
Emeritus Scolding (Yellow),Rare,EVR126,$0.11,—
Even Bigger Than That (Blue),Rare,EVR175,$0.16,—
Even Bigger Than That (Red),Rare,EVR173,$0.37,—
Even Bigger Than That (Yellow),Rare,EVR174,$0.23,—
Fatigue Shot (Blue),Common,EVR096,$0.12,—
Fatigue Shot (Red),Common,EVR094,$0.11,—
Fatigue Shot (Yellow),Common,EVR095,$0.09,—
Firebreathing,Majestic,EVR157,$0.45,—
Fractal Replication,Majestic,EVR138,$3.36,—
Frostbite,Common,EVR197,$0.14,—
Genis Wotchuneed,Majestic,EVR085,$0.24,—
Grandeur of Valahai,Fabled,EVR000,$211.87,—
Haze Bending,Rare,EVR141,$0.26,—
Healing Potion,Rare,EVR183,$0.16,—
Helm of Sharp Eye,Majestic,EVR053,$1.04,—
High Roller (Blue),Rare,EVR007,$0.19,—
High Roller (Red),Rare,EVR005,$0.10,—
High Roller (Yellow),Rare,EVR006,$0.10,—
High Striker (Blue),Rare,EVR166,$0.10,—
High Striker (Blue) (Extended Art),Rare,EVR166,$0.58,—
High Striker (Red),Rare,EVR164,$0.10,—
High Striker (Red) (Extended Art),Rare,EVR164,$0.84,—
High Striker (Yellow),Rare,EVR165,$0.11,—
High Striker (Yellow) (Extended Art),Rare,EVR165,$0.55,—
Hundred Winds (Blue),Rare,EVR043,$0.31,—
Hundred Winds (Blue) (Extended Art),Rare,EVR043,$1.84,—
Hundred Winds (Red),Rare,EVR041,$0.36,—
Hundred Winds (Red) (Extended Art),Rare,EVR041,$4.47,—
Hundred Winds (Yellow),Rare,EVR042,$0.25,—
Hundred Winds (Yellow) (Extended Art),Rare,EVR042,$1.62,—
Imposing Visage,Majestic,EVR022,$1.62,—
In the Swing (Blue),Common,EVR065,$0.06,—
In the Swing (Red),Common,EVR063,$0.08,—
In the Swing (Yellow),Common,EVR064,$0.07,—
Iyslander,Majestic,EVR120,$0.21,—
Knick Knack Bric-a-brac,Majestic,EVR159,$0.35,—
Knick Knack Bric-a-brac (Extended Art),Majestic,EVR159,$26.02,—
Kraken's Aethervein,Majestic,EVR121,$0.43,—
Life of the Party (Blue),Rare,EVR163,$0.12,—
Life of the Party (Red),Rare,EVR161,$0.12,—
Life of the Party (Yellow),Rare,EVR162,$0.12,—
Macho Grande (Blue),Common,EVR029,$0.12,—
Macho Grande (Red),Common,EVR027,$0.09,—
Macho Grande (Yellow),Common,EVR028,$0.07,—
Mask of the Pouncing Lynx,Majestic,EVR037,$3.16,—
Micro-processor,Majestic,EVR070,$0.53,—
Miraging Metamorph,Majestic,EVR139,$14.56,—
Nerves of Steel,Majestic,EVR023,$0.40,—
Oath of Steel,Majestic,EVR056,$1.15,—
Outland Skirmish (Blue),Common,EVR068,$0.11,—
Outland Skirmish (Red),Common,EVR066,$0.11,—
Outland Skirmish (Yellow),Common,EVR067,$0.11,—
Passing Mirage,Rare,EVR142,$1.51,—
Payload (Blue),Common,EVR078,$0.06,—
Payload (Red),Common,EVR076,$0.11,—
Payload (Yellow),Common,EVR077,$0.06,—
Phantasmal Haze (Blue),Common,EVR149,$0.11,—
Phantasmal Haze (Red),Common,EVR147,$0.05,—
Phantasmal Haze (Yellow),Common,EVR148,$0.06,—
"Pick a Card, Any Card (Blue)",Rare,EVR169,$0.11,—
"Pick a Card, Any Card (Blue) (Extended Art)",Rare,EVR169,$0.65,—
"Pick a Card, Any Card (Red)",Rare,EVR167,$0.12,—
"Pick a Card, Any Card (Red) (Extended Art)",Rare,EVR167,$0.85,—
"Pick a Card, Any Card (Yellow)",Rare,EVR168,$0.12,—
"Pick a Card, Any Card (Yellow) (Extended Art)",Rare,EVR168,$0.67,—
Pierce Reality,Rare,EVR143,$0.41,—
Potion of Deja Vu,Rare,EVR185,$0.31,—
Potion of Ironhide,Rare,EVR186,$0.11,—
Potion of Luck,Rare,EVR187,$0.22,—
Potion of Seeing,Rare,EVR184,$0.10,—
Pry (Blue),Common,EVR130,$0.06,—
Pry (Red),Common,EVR128,$0.04,—
Pry (Yellow),Common,EVR129,$0.05,—
Pulverize,Majestic,EVR021,$5.69,—
Pulverize (Extended Art),Majestic,EVR021,$47.07,—
Pyroglyphic Protection (Blue),Common,EVR133,$0.01,—
Pyroglyphic Protection (Red),Common,EVR131,$0.06,—
Pyroglyphic Protection (Yellow),Common,EVR132,$0.04,—
Quicken,Common,EVR196,$0.15,—
Rain Razors,Majestic,EVR090,$7.24,—
Read the Glide Path (Blue),Common,EVR102,$0.10,—
Read the Glide Path (Red),Common,EVR100,$0.14,—
Read the Glide Path (Yellow),Common,EVR101,$0.09,—
Ready to Roll,Majestic,EVR003,$0.47,—
Reek of Corruption (Blue),Common,EVR115,$0.10,—
Reek of Corruption (Red),Common,EVR113,$0.11,—
Reek of Corruption (Yellow),Common,EVR114,$0.07,—
Release the Tension (Blue),Rare,EVR093,$0.10,—
Release the Tension (Red),Rare,EVR091,$0.21,—
Release the Tension (Yellow),Rare,EVR092,$0.14,—
Revel in Runeblood,Majestic,EVR106,$21.22,—
Ride the Tailwind (Blue),Common,EVR046,$0.06,—
Ride the Tailwind (Red),Common,EVR044,$0.10,—
Ride the Tailwind (Yellow),Common,EVR045,$0.09,—
Rolling Thunder,Majestic,EVR004,$0.43,—
Rotary Ram (Blue),Common,EVR084,$0.07,—
Rotary Ram (Red),Common,EVR082,$0.06,—
Rotary Ram (Yellow),Common,EVR083,$0.05,—
Runeblood Incantation (Blue),Rare,EVR109,$0.12,—
Runeblood Incantation (Blue) (Extended Art),Rare,EVR109,$0.56,—
Runeblood Incantation (Red),Rare,EVR107,$0.21,—
Runeblood Incantation (Red) (Extended Art),Rare,EVR107,$13.08,—
Runeblood Incantation (Yellow),Rare,EVR108,$0.15,—
Runeblood Incantation (Yellow) (Extended Art),Rare,EVR108,$0.79,—
Runechant,Common,EVR119,$0.11,—
Runic Reclamation,Majestic,EVR104,$1.97,—
Scour,Majestic,EVR124,$1.05,—
Seismic Stir (Blue),Common,EVR032,$0.10,—
Seismic Stir (Red),Common,EVR030,$0.08,—
Seismic Stir (Yellow),Common,EVR031,$0.05,—
Seismic Surge,Common,EVR036,$0.13,—
Shatter,Majestic,EVR054,$0.31,—
Shimmers of Silver,Majestic,EVR140,$5.11,—
Shrill of Skullform (Blue),Common,EVR118,$0.15,—
Shrill of Skullform (Red),Common,EVR116,$0.15,—
Shrill of Skullform (Yellow),Common,EVR117,$0.10,—
Sigil of Parapets,Majestic,EVR122,$0.24,—
Signal Jammer,Majestic,EVR071,$0.44,—
Silver,Common,EVR195,$0.14,—
Silver Palms,Legendary,EVR086,$27.99,—
Skull Crushers,Majestic,EVR001,$0.64,—
Slice and Dice (Blue),Rare,EVR059,$0.18,—
Slice and Dice (Blue) (Extended Art),Rare,EVR059,$2.98,—
Slice and Dice (Red),Rare,EVR057,$0.29,—
Slice and Dice (Red) (Extended Art),Rare,EVR057,$4.58,—
Slice and Dice (Yellow),Rare,EVR058,$0.19,—
Slice and Dice (Yellow) (Extended Art),Rare,EVR058,$0.92,—
Smashing Good Time (Blue),Rare,EVR172,$0.10,—
Smashing Good Time (Red),Rare,EVR170,$0.18,—
Smashing Good Time (Yellow),Rare,EVR171,$0.10,—
Spectral Shield,Common,EVR153,$0.10,—
Spring Tidings,Majestic,EVR039,$1.99,—
"Stalagmite, Bastion of Isenloft",Legendary,EVR018,$29.46,—
Steadfast (Blue),Common,EVR035,$0.09,—
Steadfast (Red),Common,EVR033,$0.08,—
Steadfast (Yellow),Common,EVR034,$0.04,—
Swarming Gloomveil,Majestic,EVR105,$20.08,—
Swing Big,Majestic,EVR002,$24.36,—
Talisman of Balance,Rare,EVR188,$0.12,—
Talisman of Cremation,Rare,EVR189,$0.13,—
Talisman of Featherfoot,Rare,EVR190,$0.14,—
Talisman of Recompense,Rare,EVR191,$0.26,—
Talisman of Tithes,Rare,EVR192,$0.13,—
Talisman of Warfare,Rare,EVR193,$0.12,—
T-Bone (Blue),Rare,EVR075,$0.42,—
T-Bone (Red),Rare,EVR073,$0.61,—
T-Bone (Yellow),Rare,EVR074,$0.39,—
Teklo Pounder,Majestic,EVR072,$4.12,—
This Round's on Me,Majestic,EVR160,$8.22,—
Thunder Quake (Blue),Rare,EVR026,$0.84,—
Thunder Quake (Blue) (Extended Art),Rare,EVR026,$4.41,—
Thunder Quake (Red),Rare,EVR024,$0.22,—
Thunder Quake (Red) (Extended Art),Rare,EVR024,$3.01,—
Thunder Quake (Yellow),Rare,EVR025,$0.11,—
Thunder Quake (Yellow) (Extended Art),Rare,EVR025,$0.50,—
Timekeeper's Whim (Blue),Common,EVR136,$0.09,—
Timekeeper's Whim (Red),Common,EVR134,$0.06,—
Timekeeper's Whim (Yellow),Common,EVR135,$0.05,—
Timidity Point (Blue),Common,EVR099,$0.04,—
Timidity Point (Red),Common,EVR097,$0.09,—
Timidity Point (Yellow),Common,EVR098,$0.08,—
Tri-shot,Majestic,EVR089,$1.70,—
Twin Twisters (Blue),Common,EVR049,$0.06,—
Twin Twisters (Red),Common,EVR047,$0.11,—
Twin Twisters (Yellow),Common,EVR048,$0.06,—
Valda Brightaxe,Majestic,EVR019,$0.20,—
Veiled Intentions (Blue),Common,EVR152,$0.06,—
Veiled Intentions (Red),Common,EVR150,$0.06,—
Veiled Intentions (Yellow),Common,EVR151,$0.05,—
Vexing Quillhand,Majestic,EVR103,$5.60,—
Wax On (Blue),Common,EVR052,$0.07,—
Wax On (Red),Common,EVR050,$0.09,—
Wax On (Yellow),Common,EVR051,$0.04,—
Wild Ride (Blue),Common,EVR013,$0.07,—
Wild Ride (Red),Common,EVR011,$0.11,—
Wild Ride (Yellow),Common,EVR012,$0.06,—
Winds of Eternity,Majestic,EVR040,$7.34,—
Winds of Eternity (Extended Art),Majestic,EVR040,$43.67,—
Zoom In (Blue),Common,EVR081,$0.05,—
Zoom In (Red),Common,EVR079,$0.08,—
Zoom In (Yellow),Common,EVR080,$0.06,—
Amulet of Earth,Common,BRI026,$0.24,—
Autumn's Touch (Yellow),Common,BRI022,—,—
Bramble Spark (Blue),Common,BRI015,—,—
Bramble Spark (Red),Common,BRI012,$0.10,—
Briar,Rare,BRI001,$2.47,—
Burgeoning (Red),Common,BRI017,—,—
Earthlore Surge (Blue),Common,BRI024,—,—
Earthlore Surge (Red),Common,BRI019,$0.73,—
Electrify (Yellow),Common,BRI030,$0.99,—
Embodiment of Lightning // Embodiment of Earth,Token,BRI002 // BRI003,$0.13,—
Entwine Earth (Red),Common,BRI016,—,—
Entwine Lightning (Red),Common,BRI028,—,—
Evergreen (Red),Rare,BRI018,—,—
Explosive Growth (Red),Rare,BRI009,—,—
Flash (Yellow),Rare,BRI031,—,—
Heartened Cross Strap,Common,BRI006,$0.26,—
Ironrot Gauntlet,Common,BRI007,$0.39,—
Lightning Surge (Yellow),Common,BRI029,$0.09,—
Plume of Evergrowth,Common,BRI005,$0.50,—
Rites of Lightning (Red),Rare,BRI027,—,—
Rites of Replenishment (Blue),Common,BRI014,—,—
Rites of Replenishment (Red),Common,BRI010,—,—
Rosetta Thorn,Common,BRI004,$2.99,—
Sow Tomorrow (Blue),Common,BRI025,$0.15,—
Sow Tomorrow (Red),Common,BRI020,—,—
Stir the Wildwood (Red),Common,BRI011,—,—
Stir the Wildwood (Yellow),Common,BRI013,—,—
Summerwood Shelter (Yellow),Rare,BRI023,—,—
Sutcliffe's Suede Hides,Common,BRI008,$0.44,—
Weave Earth (Red),Rare,BRI021,$0.98,—
Amulet of Lightning,Common,LXI021,$0.39,—
Blizzard Bolt (Red),Common,LXI022,$0.55,—
Bolt'n Shot (Red),Rare,LXI026,$1.46,—
Buzz Bolt (Red),Common,LXI007,—,—
Buzz Bolt (Yellow),Common,LXI011,—,—
Chill to the Bone (Yellow),Common,LXI024,—,—
Chilling Icevein (Yellow),Common,LXI023,—,—
Dazzling Crescendo (Red),Common,LXI008,—,—
Deep Blue,Common,LXI004,$0.15,—
Electrify (Blue),Common,LXI020,$0.12,—
Electrify (Red),Common,LXI016,$0.12,—
Entwine Lightning (Red),Common,LXI013,—,—
Frazzle (Red),Common,LXI009,—,—
Frazzle (Yellow),Common,LXI012,—,—
Frostbite,Token,LXI030,$0.28,—
Heaven's Claws (Red),Common,LXI014,—,—
Heaven's Claws (Yellow),Common,LXI019,—,—
Honing Hood,Common,LXI003,$0.15,—
Ironrot Legs,Common,LXI006,$0.14,—
Lexi,Rare,LXI001,$3.98,—
Lightning Press (Red),Rare,LXI018,$1.29,—
Mark of Lightning,Common,LXI005,$0.15,—
Over Flex (Red),Common,LXI027,—,—
Pitfall Trap,Rare,LXI029,$2.15,—
Shiver,Common,LXI002,$0.93,—
Shock Striker (Red),Common,LXI015,—,—
Snap Shot (Red),Rare,LXI010,$2.00,—
Take Aim (Red),Rare,LXI028,$1.18,—
Weave Lightning (Red),Rare,LXI017,$0.60,—
Winter's Bite (Blue),Common,LXI025,$0.69,—
Amulet of Ice,Common,OLD018,—,—
Autumn's Touch (Blue),Common,OLD024,$0.25,—
Biting Gale (Yellow),Rare,OLD012,$0.50,—
Break Ground (Blue),Common,OLD025,—,—
Coat of Frost,Common,OLD005,$0.97,—
Earthlore Surge (Blue),Common,OLD027,—,—
Embolden (Red),Rare,OLD030,—,—
Entangle (Blue),Common,OLD021,—,—
Evergreen (Blue),Rare,OLD026,$1.00,—
Frost Fang (Red),Rare,OLD013,$0.78,—
Frostbite // Seismic Surge,Token,OLD031 // OLD032,$0.50,—
Glacial Footsteps (Blue),Common,OLD010,—,—
Glacial Footsteps (Red),Common,OLD008,$0.15,—
Goliath Gauntlet,Common,OLD006,$0.15,—
Helm of Isen's Peak,Common,OLD004,$0.15,—
Ironhide Legs,Common,OLD007,$0.57,—
Mulch (Blue),Common,OLD022,—,—
Oldhim,Rare,OLD001,$2.30,—
Polar Blast (Yellow),Common,OLD015,—,—
Rotten Old Buckler,Common,OLD003,—,—
Snow Under (Blue),Common,OLD011,—,—
Snow Under (Red),Common,OLD009,$0.15,—
